eu_sdg,dimension,dimension_label,unit,unit_label,geo,geo_label,time,obs_value,obs_status
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EE,Estonia,2005,4.74494,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EE,Estonia,2006,5.922,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EE,Estonia,2007,5.977,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EE,Estonia,2008,9.66141,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EE,Estonia,2009,8.07227,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EE,Estonia,2010,6.51519,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EE,Estonia,2011,7.59099,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EE,Estonia,2012,9.52894,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EE,Estonia,2013,7.81408,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EE,Estonia,2014,7.02416,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EE,Estonia,2015,8.38273,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EE,Estonia,2016,8.50833,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EE,Estonia,2017,8.01979,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EE,Estonia,2018,8.04365,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EE,Estonia,2019,8.38629,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EE,Estonia,2020,6.36244,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EE,Estonia,2021,7.28012,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EE,Estonia,2022,7.28012,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,ES,Spain,2000,54.2455,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,ES,Spain,2001,54.7715,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,ES,Spain,2002,55.2975,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,ES,Spain,2003,55.8235,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,ES,Spain,2004,57.0866,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,ES,Spain,2005,56.1616,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,ES,Spain,2006,52.845,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,ES,Spain,2007,61.7264,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,ES,Spain,2008,48.5557,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,ES,Spain,2009,48.9697,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,ES,Spain,2010,48.8927,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,ES,Spain,2011,56.876,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,ES,Spain,2012,55.5115,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,ES,Spain,2013,54.8299,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,ES,Spain,2014,54.1482,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,ES,Spain,2015,53.4666,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,ES,Spain,2016,52.785,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,ES,Spain,2017,57.2613,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,ES,Spain,2018,52.8897,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,ES,Spain,2019,49.8807,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,ES,Spain,2020,44.0962,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,ES,Spain,2021,42.4614,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,ES,Spain,2022,49.7561,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EU_V,European Union (aggregate changing according to the context),2000,21.2286,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EU_V,European Union (aggregate changing according to the context),2001,21.0913,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EU_V,European Union (aggregate changing according to the context),2002,20.5924,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EU_V,European Union (aggregate changing according to the context),2003,20.9052,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EU_V,European Union (aggregate changing according to the context),2004,20.7902,
06_40,NO3_MG_L,Nitrate in groundwater,MG_L,mg NO3 per litre,EU_V,European Union (aggregate changing according to the context),2005,20.8577,
